meeting_no,meeting_date,monitoring_index,monitoring_comment
25,2020-12-24,2,"#7119 の 7 日間平均は、前回の 63.4 件から 12 月 23 日時点の 60.1 件と横ばいであるが、今後の動向を注視する必要がある。【コメント】ア)#7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。第一波では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加しており、今後の動向を注視する必要がある。イ)都が 10 月 30 日に新たに設置した発熱相談センターの相談件数の 7 日間平均は、11 月 16 日時点の約 797 件から、12 月 22 日時点の約 1,312 件へと約 1.6 倍増加した。発熱等相談を求める都民が増加している。"
25,2020-12-24,3,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。接触歴等不明者数は 7 日間平均で、前回の約 293 人から 12 月 23 日時点の約 363 人に増加し、これまでの最大値を更新した。【コメント】ア)新規陽性者数の発生を抑制し、濃厚接触者等の積極的疫学調査を充実することにより、潜在するクラスターの発生を早期に探知し、感染拡大を防止することが可能と考える。イ)しかし、新規陽性者数の増加に伴い、積極的疫学調査による接触歴の把握が難しくなると、クラスター対策による感染拡大防止は困難になり、爆発的増加に繋がる。新規陽性者における接触歴等不明者の増加比が 100%を超えることは、感染拡大の指標となる。12 月 23 日時点の増加比は約 124%に上昇した。【コメント】ア)新規陽性者数が非常に多いなか、接触歴等不明者の増加比は約 124%と、高い水準のまま推移しており、さらに増加することへの厳重な警戒が必要な状況である。イ)新規陽性者数の接触歴等不明者の増加比約 124%が 2 週間継続すると、1 月 7 日には約 1.5 倍(約 558 人/日)の接触歴等不明者が発生することになる。年末年始を越えても増加し続けたときは、4 週間後の 1 月 21 日には約 2.4倍(858 人/日)の接触歴等不明者が発生することになる。今が瀬戸際である。最大限の感染拡大防止策をただちに講じる必要がある。今週の年代別の接触歴等不明者の割合は、20 代から 50 代は 60%を超え、60 代は 50%を超える高い値となった。男性では 30 代から 50 代で 40%を超える値となった。【コメント】20 代から 60 代において、接触歴等不明者の割合が 50%を超えており、活発な社会活動状況を反映し、感染経路が不明になっている可能性がある。※ 感染経路不明な者の割合は、前回の 57.9%から 12 月 23 日時点の 59.5%となり、国の指標及び目安における、ステージIIIの 50%を超える数値が続いている。
25,2020-12-24,4,"PCR 検査・抗原検査(以下「PCR 検査等」という。)の陽性率は、検査体制の指標としてモニタリングしている。迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。7 日間平均の PCR 検査等の陽性率は、11 月初旬から増加傾向にあり、前回の 6.7%から 12 月 23 日時点の 7.4%と増加した。また、7 日間平均の PCR 検査等の人数は、前回は 7,049.3 人で、12 月 23 日時点では 7,817.7 人であった。【コメント】ア)PCR 検査等の陽性率は、11 月後半から 6%台の高い値で推移しており、今週は 7%を超えた。感染リスクが高い地域や集団及び重症化するリスクが高い高齢者施設などに対して、感染予防策に関する情報提供や、感染拡大抑止の観点から、無症状者も含めた集中的な PCR 検査を行うなどの戦略を早急に検討する必要がある。イ)現在、都は通常時 3 万 7 千件/日、最大稼働時 6 万 8 千件/日の PCR 等の検査能力を確保しており、これを踏まえた、検査体制の検討が求められる。※ 国の指標及び目安におけるステージIIIの 10%より低値である(ステージII相当)。(ステージIIとは、感染者の漸増及び医療提供体制への負荷が蓄積する段階。)"
25,2020-12-24,5,東京ルールの適用件数の 7 日間平均は、前回の 46.0 件から、12 月 23 日時点では 55.4 件に増加した。【コメント】今週、東京ルールの適用件数は増加しており、12 月 3 日の 39.1 件から約 4 割増加していることから、今後の推移を注視する必要がある。
25,2020-12-24,6,"(1) 12 月 23 日時点の入院患者数は増加傾向が続き、前回の 1,960 人から 2,103 人と増加し、今週 12 月 21 日時点では、これまでの最大値となる 2,154 人まで増加した。(2) 陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、1 日当たり、都内全域で最大約 200 人程度受け入れている。【コメント】ア)今週、入院患者数は 2,000 人を超える非常に高い水準まで増加しており、医療提供体制が逼迫している。新規陽性者数の増加比は約 120%となり、現在の増加比が 1 週間継続するだけで 12 月 31 日には、約 1.2 倍(約 740 人/日)となり、年末年始に休日体制となる医療機関の許容範囲を超え、医療提供体制の深刻な機能不全や、保健所業務への大きな支障の発生が予想される。イ)入院患者数の急増に対応するため、都はレベル 3-1(重症用病床 250 床、中等症等用病床 3,750 床)の病床の確保を医療機関に要請し、約 3,500 床、うち都立・公社病院約 1,110 床確保している。ウ)新型コロナウイルス感染症患者のための病床を確保するため、医療機関は通常の医療を行っている病床を、新型コロナウイルス感染症患者用に転用している。入院患者の引き続く増加傾向に伴う病床の転用や人員の配転等により新型コロナウイルス感染症患者のための医療と、通常の医療との両立に支障が生じている。エ)陽性患者の入院と退院時には共に手続き、感染防御対策、検査、調整、消毒など、通常の患者より多くの人手、労力と時間が必要である。都は、病院の実情に即した入院調整を行うため、毎日、医療機関から当日受入れ可能な病床数の報告を受け、その内容を保健所と共有している。オ)保健所から入院調整本部への調整依頼件数は、新規陽性者数の急増に伴い、200 件/日に達する非常に高い水準で推移し、医療機関の受け入れ体制は逼迫している。特に透析患者や小児患者の受け入れ調整が難航している。連日翌日以降の調整に繰り越し、待機を余儀なくされる例が多数生じている。医療機関が休日体制となる年末年始には受け入れ体制はさらに逼迫する。この状況を打開するためには、ただちに新規陽性者数を大幅に減少させるための抜本的な感染拡大防止対策を講じる必要がある。入院患者の年代別割合は、60 代以上が 11 月中旬以降増加しており、全体の約 6 割を占めている。また、12 月以降は 80代、90 代の割合が増加している。【コメント】家庭、施設をはじめ重症化リスクの高い高齢者への感染の機会をあらゆる場面で減らすとともに、基本的な感染予防策、環境の清拭・消毒を徹底する必要がある。検査陽性者の全療養者数は増加傾向が続き、前回 12 月 16 日時点の 5,070 人から 12 月 23 日時点で 6,027 人となった。内訳は、入院患者 2,103 人(前回は 1,960 人)、宿泊療養者 983 人(前回は 938 人)、自宅療養者 1,886 人(前回は 1,255 人)、入院・療養等調整中が 1,055 人(前回は 917 人)である。【コメント】ア)保健所と意見交換しながら、東京 iCDC タスクフォースにおいて、入院、宿泊療養の確保及び安全な自宅療養のための環境整備や急変時を含めた療養者のフォローアップ体制を、地域医療の支援のもとで構築する等について検討を進めている。イ)自宅療養者の増加に伴い、健康観察を行う保健所業務が増大しており、自宅療養者のフォローアップ体制をさらに充実させる必要がある。ウ)保健所と協働し、東京 iCDC のタスクフォースにおいて整備した「宿泊施設療養/入院判断フロー」を改訂し、基礎疾患がない 70 歳未満の方も宿泊療養を可能とした。エ)都は、日本語によるコミュニケーションが不自由な在留外国人に対して、宿泊療養施設における対応策を検討している。※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、12 月 23 日時点で 52.6%となっており、国の指標及び目安におけるステージIVとなった。また、同時点の確保病床数(都は 3,500 床)に占める入院患者数の割合は、60.1%となっており国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 36.4 人から 12 月 23 日時点で 43.3 人となり、国の指標及び目安におけるステージIV相当が続いている。"
25,2020-12-24,7,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。東京都は、人工呼吸器又は ECMO による治療が可能な重症用病床を確保している。重症用病床は、重症患者及び集中的な管理を行っている重症患者に準ずる患者(人工呼吸器又は ECMO の治療が間もなく必要になる可能性が高い状態の患者、及び離脱後の不安定な状態の患者等)が使用する病床である。(1) 重症患者数は、前回の 69 人から、12 月 23 日時点で 69 人となった。(2) 今週、新たに人工呼吸器を装着した患者は 37 人(先週は 40 人)であり、人工呼吸器から離脱した患者は先週の19 人から 37 人に増加した。今週、新たに装着した患者と離脱した患者は同数であったが、人工呼吸器使用中に死亡した患者は先週の 3 人から 8 人に増加した。(3) 今週、新たに ECMO を導入した患者は 3 人で、ECMO から離脱した患者はみられず、12 月 23 日時点において、人工呼吸器を装着している患者が 69 人で、うち 7 人の患者が ECMO を使用している。(4) 12 月 23 日時点で集中的な管理を行っている重症患者に準ずる患者は、人工呼吸器又は ECMO の治療が間もなく必要になる可能性が高い状態の患者等 99 人(先週は 80 人)、離脱後の不安定な状態の患者 37 人(先週は 30 人)であった。【コメント】ア)新規陽性者数の増加比は約 120%となり、現在の増加比が 2 週間継続すると、約 1.4 倍(約 888 人/日)となり、新規陽性者数のうち約 1%が重症化する現状と同様であれば、2 週間後の 1 月 7 日までに新たに発生する重症患者数は約 114 人となり、医療提供体制の深刻な機能不全が予測される。イ)現状では、新規陽性者数のうち約 1%が重症化しているので、新規陽性者数の増加をただちに抑制し、重症患者数の増加を防ぐことが最も重要である。ウ)重症用病床数の診療体制の確保には、通常の医療を行っている病床と医師、看護師等を転用する必要があり、レベル 3-1 以上の更なる重症用病床の確保に向け、医療機関は救急の受け入れや予定手術等の制限を余儀なくされている。エ)今週、人工呼吸器を離脱した患者の、装着から離脱までの日数の中央値は 8.0 日、平均値は 11.2 日であった。人工呼吸器の離脱まで長期間を要する患者が増加すると、重症患者数は急増する可能性がある。重症患者の治療に当たる医療機関の負担が増えており、医療提供体制が逼迫している。12 月 23 日時点の重症患者数は 69 人で、年代別内訳は 30 代が 1 人、40 代が 5 人、50 代が 6 人、60 代が 17 人、70 代が 21 人、80 代が 17 人、90 代が 2 人である。年代別にみると 70 代の重症患者数が最も多かった。性別では、男性 56 人、女性 13 人であった。【コメント】ア)70 代以上の重症患者数が約 6 割を占めており、重症化リスクの高い人への感染を防ぐためには、引き続き家族間職場および医療・介護施設内における感染予防策の徹底が必要である。イ)基礎疾患を有する人、肥満、喫煙歴のある人は、若年であっても重症化リスクが高い。あらゆる世代が、感染リスクの当事者であるという意識を持つよう普及啓発する必要がある。ウ)今週報告された死亡者数は 29 人であり、そのうち 70 代以上の死亡者が 25 人であった。前々週の 28 人、前週の21 人、今週の 29 人と推移し、今週も死亡者の報告は多かった。新規重症患者(人工呼吸器装着)数の 7 日間平均は、12 月 15 日の 5.3 人/日から 12 月 22 日時点の 5.6 人/日となった【コメント】ア)新規重症患者数は週当たり約 40 人と高い水準となっており、12 月 16 日と 22 日が 1 日で新規の人工呼吸器装着した患者が 8 人にのぼった。イ)例年、冬期は脳卒中・心筋梗塞などの入院患者が増加する時期であり、現状の患者動向が継続すれば、年末年始に休日体制となる医療機関において、重症患者の受入れが困難になる。ウ)重症患者数は新規陽性者数の増加から少し遅れて増加してくることや、重症患者は ICU 等の病床の占有期間が長期化することを念頭に置きつつ、重症用病床の確保を進める必要がある。都は、レベル 3‐1 の重症用病床数(250 床)の診療体制を医療機関に要請し、約 220 床確保した。エ)重症患者の約 6割は今週新たに人工呼吸器を装着した患者である。陽性判明日から人工呼吸器の装着までは平均 6.8日で、入院から人工呼吸器装着までは平均 3.6 日であった。そのうち、12 月 23 日時点で継続して装着している患者は26 人で、うち 10 人が陽性判明日から 2 日以内に人工呼吸器を装着した。自覚症状に乏しい高齢者などは受診が遅れがちであると思われ、患者の重症化を防ぐためには、症状がある人は早期に受診相談するよう普及啓発する必要がある。※ 国の指標及び目安における重症者数(集中治療室(ICU)、ハイケアユニット(HCU)等入室または人工呼吸器かECMO 使用)は、12 月 23 日時点で 343 人、うち、ICU 入室または人工呼吸器か ECMO 使用は 106 人となっている(人工呼吸器か ECMO を使用しない ICU 入室患者を含む)。
26,2020-12-30,1,"唾液検査が可能になり、都外居住者が自己採取し郵送した検体を、都内医療機関で検査を行った結果、陽性者として、都内保健所へ発生届を提出する例が散見されるようになった。これらの陽性者は、東京都の発生者ではないため、新規陽性者数から除いてモニタリングしている(今週 12 月 22 日から 12月 28 日まで(以下「今週」という。)は 214 人)。(1) 新規陽性者数の 7 日間平均は、前回 12 月 23 日時点(以下「前回」という。)の約 617 人から 12 月 29 日時点で約751 人となり、19 日連続で最大値を更新している。(2) 新規陽性者数の増加比が 100%を超えることは、感染拡大の指標となる。増加比は前回と同じ約 123%となり、非常に高い水準で推移している。【コメント】ア)新規陽性者数の 7 日間平均は、3 週連続で最大値を更新し、これまでの最も多かった前週の数値をさらに大きく上回り、週当たり 5,000 人を超えた。複数の地域や感染経路でクラスターが頻発しており、感染拡大が続いている。通常の医療が逼迫する状況はさらに深刻となっており、新規陽性者数の増加を徹底的に防御しなければならない。イ)現在の増加比約 123%が 2 週間継続すると約 1.5 倍(約 1,136 人/日)になる。入院率が変わらなければ、2 週間後を待たずに確保した 4,000 床を超える可能性もあり※、破綻の危機に瀕する。感染拡大防止策の効果が出始めるには、これまでの経験から 2、3 週間を必要とするため、より強い対策をただちに実行する必要がある。※1,136(人)×25%(入院率:12/22)=284(人)284(人)×17 日(概算平均在院日数(12/1~21):延べ入院患者数/1 日当たりの新入院患者数)=4,828(人ウ)感染力が強いとされる英国及び南アフリカ共和国から発生した変異株による影響を注視する必要がある。エ)新規陽性者数の増加に伴う、保健所業務への多大な負荷を軽減するための支援策が必要である。オ)患者の重症化を防ぐためには陽性者の早期発見が重要である。感染拡大防止の観点からも、発熱や咳、痰、全身のだるさなどの症状がある場合は、かかりつけ医に電話相談すること、かかりつけ医がいない場合は東京都発熱相談センターに電話相談することなど、都民に対する普及啓発が必要である。今週の報告では、10 歳未満 2.5%、10 代 5.0%、20 代 26.9%、30 代 20.3%、40 代 15.9%、50 代 13.5%、60 代 6.5%70 代 4.8%、80 代 3.6%、90 代以上 1.0%であった。11 月 30 日と比較すると、20 代、30 代の割合が増加している。(1) 今週の新規陽性者数に占める 65 歳以上の高齢者数は、前週 12 月 15 日から 12 月 21 日まで(以下「前週」という。)の 572 人(13.7%)から、今週(12 月 22 日から 12 月 28 日)は 599 人(12.0%)であった。(2) 65 歳以上の新規陽性者数の 7 日間平均は、前回の約 80 人から 12 月 29 日時点で約 94 人と増加した。【コメント】ア)重症化リスクの高い 65 歳以上の新規陽性者数及び 7 日間平均は、非常に高い値で推移している。家庭、施設をはじめ高齢者への感染の機会をあらゆる場面で減らすとともに、基本的な感染予防策である、「手洗い、マスク着用、3 密を避ける」、環境の清拭・消毒(テーブルやドアノブ等の消毒によるウイルスの除去等)を徹底する必要があるイ)重症化リスクの高い高齢者等への家庭内感染を防ぐためには、家庭外で活動する家族が、新型コロナウイルスに感染しないことが最も重要である。無症状であっても感染リスクがあることに留意する必要がある。(1) 今週の濃厚接触者における感染経路別の割合は、同居する人からの感染が前週と比べ増加し、49.3%と最も多く、次いで施設(施設とは、「特別養護老人ホーム、介護老人保健施設、病院、保育園、学校等の教育施設等」をいう。での感染が 16.2%、職場が 14.0%、会食が 7.2%、接待を伴う飲食店等が 1.4%であった。(2) 今週の濃厚接触者における感染経路別の割合を年代別で見ると、80代以上を除くすべての年代で同居する人からの感染が最も多く、10 代以下が 74.9%となり、30 代及び 40 代で 40%を超え、50 代から 70 代で 50%を超えた。次いで多かった感染経路は、10 代以下及び 70 代では施設での感染、20 代から 60 代は職場での感染であった。また、80 代以上では施設での感染が 59.1%と最も多かった。(3) 今週は、国内で、英国及び南アフリカ共和国からの複数の帰国者の検体から、新型コロナウイルス変異株が検出された。【コメント】ア)日常生活のなかで感染するリスクが高まっており、保健所業務への大きな支障の発生や医療提供体制の深刻な機能不全を避けるよう、感染拡大防止策が必要である。また、70 代以上では、施設での感染が前週の 151 人から今週の123 人と減少したが、同居する人からの感染が前週の 77 人から 114 人に大幅に増加しており、高齢者と同居する家族が家庭に新型コロナウイルスを持ち込まないよう最大限の注意を払うとともに、家庭内での感染予防策の徹底が求められる。イ)感染力が強いとされる英国及び南アフリカ共和国から発生した変異株の動向を注視する必要がある。ウ)同居する人からの感染が最も多い一方で、職場、施設、会食、接待を伴う飲食店など、感染経路は多岐にわたっている。職場、施設、寮などの共同生活や家庭内等での感染拡大を防ぐためにも、今一度、家族・職場・施設で自ら基本的な感染予防策、環境の清拭・消毒を徹底する必要がある。また、特に、不特定多数が集まる場では、外が寒く暖房を入れていても、窓やドアを開けて(2 方向が望ましい)風を通すなど、効果的な方法でこまめな換気を徹底する必要がある。エ)お正月、新年会、成人式などにおける、人と人が密に接触しマスクを外して、長時間または深夜にわたる飲食・飲酒、複数店にまたがり飲食・飲酒を行う、大声で会話をする等の行動は、感染リスクが著しく高まる。基本的な感染予防策が徹底されていない大人数での長時間におよぶ会食や、多数の人が密集し、かつ、大声等の発声を伴うイベント、パーティー等は感染リスクを増大させ、新規陽性者数がさらに増加する。オ)在留外国人においても、新年や旧正月に向けて自国の伝統や風習等に基づいたお祭り等で密に集まり飲食等を行うことが予想される。言語や生活習慣等の違いに配慮した在留外国人への情報提供と支援や、陽性者が発生した場合の濃厚接触者に対する積極的疫学調査の拡充を検討する必要があると考える。カ)友人や家族との旅行、友人と多人数でのキャンプ、忘年会、マスクなしでの会食、大学の運動部合宿所を通じての感染例などが報告されている。キ)市中における感染リスクの増加に伴い、複数の病院、高齢者施設において、職員、患者や利用者の感染例が多発している。特に、院内感染が拡大すると、当該医療機関の医療提供体制が低下するだけでなく、重症患者や死亡者が増え、都内の医療機能や連携システムに影響が生じる。例えば、地域の基幹となる救命救急センターにおいて院内感染が発生し、救急患者の受け入れが停止すると、周辺の救急病院への負担が増大し、通常の医療を制限せざるを得なくなり、病床確保が一層厳しくなる。また、病院、施設支援を行う保健所の負担が増大する。感染拡大を防ぐためには職員による院内・施設内感染の拡大防止対策の徹底が必要である。今週の新規陽性者 5,007 人のうち、無症状の陽性者が 958 人、割合は 19.1%であった。【コメント】ア)無症状や症状の乏しい感染者の行動範囲が広がっている。引き続き、感染機会があった無症状者を含めた集中的なPCR 検査等の体制強化が求められる。イ)特別養護老人ホーム、介護老人保健施設、病院等、重症化リスクの高い施設や訪問看護等において、クラスターが発生していることから、特に、高齢者施設や医療施設に対する積極的な検査の実施が必要である。ウ)無症状の陽性者が早期に診断され、感染拡大防止に繋がるよう、保健所へのさらなる支援策が必要である。今週の保健所別届出数を見ると、みなとが 401 人(8.0%)と最も多く、次いで世田谷 344 人(6.9%)、新宿区が 306人(6.1%)、大田区が 279 人(5.6%)、渋谷区が 265 人(5.3%)の順である。新規陽性者数の急増により、都内保健所の約 7 割を超える 23 保健所で 100 人を超え、9 保健所で 200 人を超える新規陽性者数が報告された。都内全域で急速に感染が拡大しており、日常生活のなかで感染するリスクが高まり、保健所業務への大きな支障の発生や医療提供体制の深刻な機能不全を避けるための最大限の感染拡大防止策が必要である。国の指標及び目安における東京都の新規陽性者数は、都外居住者が自己採取し郵送した検体による新規陽性者分を含む(今週は 214 人)。※ 国の新型コロナウイルス感染症対策分科会(第 5 回)(8 月 7 日)で示された指標及び目安(以下「国の指標及び目安」という。)における、今週の感染の状況を示す新規報告数は、人口 10 万人あたり、週 37.5 人となり、国の指標及び目安におけるステージIVとなっている。また、先週一週間と直近一週間の新規陽性者数の比は、直近は 1.25 となり、国の指標及び目安におけるステージIII/IVとなっている。(ステージIVとは、爆発的な感染拡大及び深刻な医療提供体制の機能不全を避けるための対応が必要な段階。ステージIIIとは、感染者の急増及び医療提供体制における大きな支障の発生を避けるための対応が必要な段階。)"
26,2020-12-30,2,"#7119 の 7 日間平均は、前回の 60.1 件から 12 月 29 日時点の 67.9 件に増加している。【コメント】ア)#7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。第一波では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加しており、今後の推移に警戒が必要である。イ)都が 10 月 30 日に新たに設置した発熱相談センターの相談件数の 7 日間平均は、12 月 2 日時点の約 1,004 件から、12 月 27 日時点の約 1,543 件へと約 1.5 倍増加した。発熱等相談を求める都民が増加しており、相談需要への対応状況を注視しながら、相談体制を強化する必要がある。"
26,2020-12-30,3,"新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。接触歴等不明者数は 7 日間平均で、前回の約 363 人から 12 月 29 日時点の約 476 人に増加し、これまでの最大値を更新した。【コメント】ア)新規陽性者数の発生を抑制し、濃厚接触者等の積極的疫学調査を充実することにより、潜在するクラスターの発生を早期に探知し、感染拡大を防止することが可能と考える。イ)しかし、新規陽性者数の増加に伴い、積極的疫学調査による接触歴の把握が難しくなると、クラスター対策による感染拡大防止は困難になり、爆発的増加に繋がる。新規陽性者における接触歴等不明者の増加比が 100%を超えることは、感染拡大の指標となる。12 月 29 日時点の増加比は約 134%に上昇した。【コメント】ア)新規陽性者数が非常に多いなか、接触歴等不明者の増加比は約 134%と、高い水準のまま推移しており、さらに増加することへの厳重な警戒が必要な状況である。イ)新規陽性者数の接触歴等不明者の増加比約 134%が 2 週間継続すると、1 月 13 日には約 1.8 倍(約 857 人/日)の接触歴等不明者が発生することになる。年末年始を越えても増加し続けたときは、4 週間後の 1 月 27 日には約 3.2倍(1,537人/日)の接触歴等不明者が発生することになる。今が瀬戸際である。ただちにより強力な感染拡大防止策を実行する必要がある。(1)今週の新規陽性者に対して接触歴等不明者数の割合は約 62%であり、前週の約 59%、前々週の約 56%と比較して上昇傾向であり、注視していく必要がある。(2)今週の年代別の接触歴等不明者の割合は、30 代で 70%を超え、20 代、40 代及び 50 代は 60%を超え、60 代は 50%を超える高い値となった。男性では 30 代から 60 代で 40%を超える値となった。【コメント】20 代から 60 代において、接触歴等不明者の割合が 50%を超えており、活発な社会活動状況を反映し、感染経路が不明になっている可能性がある。※ 感染経路不明な者の割合は、前回の 59.5%から 12 月 29 日時点の 64.0%となり、国の指標及び目安における、ステージIII/IVの 50%を超える数値が続いている。"
26,2020-12-30,4,"PCR 検査・抗原検査(以下「PCR 検査等」という。)の陽性率は、検査体制の指標としてモニタリングしている。迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。7 日間平均の PCR 検査等の陽性率は、前々回の 6.7%、前回の 7.3%から、12 月 28 日時点の 8.4%と 11 月初旬から連続して増加している。また、7 日間平均の PCR 検査等の人数は、前回は約 7,818 人で、12 月 28 日時点では約 8,085人と 8,000 人を超えた。【コメント】ア)PCR 検査等の陽性率は、新規陽性者数の増加により、8%台の高い値に増加している。感染リスクが高い地域や集団及び重症化するリスクが高い高齢者施設などに対して、感染予防策に関する情報提供や、感染拡大抑止の観点から、無症状者も含めた集中的な PCR 検査を行うなどの戦略を早急に検討する必要がある。イ)現在、都は通常時 3 万 7 千件/日、最大稼働時 6 万 8 千件/日の PCR 等の検査能力を確保しており、これを踏まえた、検査体制の検討が求められる。※ 国の指標及び目安におけるステージIIIの 10%より低値である(ステージII相当)。(ステージIIとは、感染者の漸増及び医療提供体制への負荷が蓄積する段階。)"
26,2020-12-30,5,東京ルールの適用件数の 7 日間平均は、前回の 55.4 件から、12 月 29 日時点では 60.9 件と増加した。【コメント】今週、東京ルールの適用件数は、11 月下旬から増加傾向にあり、12 月 3 日の 39.1 件から約 6 割増加していることから、今後の推移を注視する必要がある。
26,2020-12-30,6,"(1) 12 月 29 日時点の入院患者数は増加傾向が続き、前回の 2,103 人から 2,274 人と増加した。(2) 陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、都内全域で約 200 人/日以上を受け入れている。【コメント】ア)今週、入院患者数は 2,000 人を超える非常に高い水準が続いており、医療提供体制が逼迫し危機的状況に直面している現在の増加比約 123%が 2 週間継続すると約 1.5 倍(約 1,136 人/日)になる。入院率が変わらなければ、2 週間後を待たずに確保した 4,000 床を超える可能性もあり※、医療提供体制の深刻な機能不全や保健所業務への大きな支障が発生するただちにより強い対策を実行する必要がある。※1,136(人)×25%(入院率:12/22)=284(人)284(人)×17 日(概算平均在院日数(12/1~21):延べ入院患者数/1 日当たりの新入院患者数)=4,828(人)イ)入院患者数の急増に対応するため、都はレベル 3-1(重症用病床 250 床、中等症等用病床 3,750 床)の病床の確保を医療機関に要請し、約 3,500 床、うち都立・公社病院約 1,110 床確保している。また、都はすでに依頼している都立・公社病院に加え、その他の感染症指定医療機関(8 病院)に対し、中等症等病床の倍増(約 70 床)を依頼した。ウ)新型コロナウイルス感染症患者のための病床を確保するため、医療機関は通常の医療を行っている病床を、新型コロナウイルス感染症患者用に転用している。入院患者の引き続く増加傾向に伴う病床の転用や人員の配転等により、新型コロナウイルス感染症患者のための医療と、通常の医療との両立に支障が生じている。エ)陽性患者の入院と退院時には共に手続き、感染防御対策、検査、調整、消毒など、通常の患者より多くの人手、労力と時間が必要である。都は、病院の実情に即した入院調整を行うため、毎日、医療機関から当日受入れ可能な病床数の報告を受け、その内容を保健所と共有している。オ)保健所から入院調整本部への調整依頼件数は、新規陽性者数の急増に伴い、150 件/日を超える非常に高い水準で推移し医療機関の受け入れ体制は逼迫している。特に透析患者や小児患者の受け入れ調整が難航している。連日、翌日以降の調整に繰り越し、待機を余儀なくされる例が多数生じている。医療機関が休日体制となる年末年始には、受け入れ体制はさらに逼迫する。この状況を打開するためには、ただちに新規陽性者数を大幅に減少させるための、より強力な感染拡大防止対策を実行する必要がある。入院患者の年代別割合は、60 代以上が 11 月中旬以降、高い割合で推移しており、全体の約 6 割を占めている。また、12月以降は 80 代の割合が増加している。【コメント】家庭、施設をはじめ重症化リスクの高い高齢者への感染の機会をあらゆる場面で減らすとともに、基本的な感染予防策、環境の清拭・消毒を徹底する必要がある。検査陽性者の全療養者数は増加傾向が続き、前回 12 月 23 日時点の 6,027 人から 12 月 29 日時点で 7,652 人と大幅に増加した。内訳は、入院患者 2,274 人(前回は 2,103 人)、宿泊療養者 1,118 人(前回は 983 人)であるが、自宅療養者 2,768 人(前回は 1,886 人)と入院・療養等調整中 1,492 人(前回は 1,055 人)が大きく増加した。【コメント】ア)保健所と意見交換しながら、東京 iCDC タスクフォースにおいて、入院、宿泊療養の確保及び安全な自宅療養のための環境整備や急変時を含めた療養者のフォローアップ体制を、地域医療の支援のもとで構築する等について検討を進めている。イ)自宅療養者の急激な増加に伴い、健康観察を行う保健所業務が急増しており、都は、自宅療養者のコールセンターによる健康相談を都内全域に拡大するなどフォローアップ体制の充実を図っている。ウ)保健所と協働し、東京 iCDC のタスクフォースにおいて整備した「宿泊施設療養/入院判断フロー」を改訂し、基礎疾患がない 70 歳未満の方も宿泊療養を可能とした。エ)都は、日本語によるコミュニケーションが不自由な在留外国人に対して、宿泊療養施設における対応策を検討している。※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、12 月 29 日時点で 56.9%となっており、国の指標及び目安におけるステージIVとなっている。また、同時点の確保病床数(都は 3,500 床)に占める入院患者数の割合は、65.0%となっており国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 43.3 人から 12 月 29 日時点で 55.0 人となり、国の指標及び目安におけるステージIV相当が続いている。"
