meeting_no,meeting_date,monitoring_index,line_number,monitoring_comment
37,2021-03-18,3,9,【コメント】20 代から 40 代において、接触歴等不明者の割合が 50%を超えており、依然として多くの新規陽性者数が報告されている中で、保健所における積極的疫学調査による接触歴の把握が難しい状況が続いている。
37,2021-03-18,3,10,その結果として、接触歴等不明者数及びその割合も高い値で推移している可能性がある。
37,2021-03-18,3,11,※ 感染経路不明な者の割合は、前回の 48.8%から 3 月 17 日時点の 48.3%となり、国の指標及び目安におけるステージIIIの 50%より低値である。
37,2021-03-18,3,12,(ステージII相当)(ステージIIとは、感染者の漸増及び医療提供体制への負荷が蓄積する段階。
37,2021-03-18,4,1,PCR 検査・抗原検査(以下「PCR 検査等」という。
37,2021-03-18,4,2,)の陽性率は、検査体制の指標としてモニタリングしている。
37,2021-03-18,4,3,迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。
37,2021-03-18,4,4,7 日間平均の PCR 検査等の陽性率は、前回の 3.3%から 3 月 17 日時点の 3.5%とほぼ横ばいであった。
37,2021-03-18,4,5,"また、7 日間平均の PCR 検査等の人数は、前回の約 6,418 人から、3 月 17 日時点で約 6,810 人となった。"
37,2021-03-18,4,6,【コメント】ア)PCR 検査等件数と新規陽性者数がともにほぼ横ばいであったため、PCR 検査等の陽性率もほぼ横ばいで推移している。
37,2021-03-18,4,7,イ)現在、都は通常時 3 万 7 千件/日、最大稼働時 6 万 8 千件/日の PCR 等の検査能力を確保している。
37,2021-03-18,4,8,感染を抑え込むために、この検査能力を有効に活用して、濃厚接触者等の積極的疫学調査の充実、陽性率の高い特定の地域や対象における PCR 検査等の受検を推進する必要がある。
37,2021-03-18,4,9,ウ)都は、感染の再拡大の端緒を早期に把握できるよう、優先順位をつけながら、定期的なスクリーニングの実施、無症状者も含めた集中的な PCR 検査等を開始する。
37,2021-03-18,4,10,※国の指標及び目安におけるステージIIIの 10%より低値である。
37,2021-03-18,5,1,東京ルールの適用件数の 7 日間平均は、前回の 61.7 件から、3 月 17 日時点で 62.3 件と横ばいであり、依然として高い値が続いている。
37,2021-03-18,5,2,【コメント】東京ルールの適用件数は依然として一日あたり 60 件前後で推移しており、新型コロナウイルス感染症の影響を受ける前と比較して高い水準であることから、今後の推移を注視する必要がある。
37,2021-03-18,5,3,救急車が患者を搬送するための現場到着から病院到着までの活動時間は短縮傾向であるが、過去の水準と比べると依然延伸しており、二次救急医療機関や救命救急センターでの救急受入れ体制への影響が長期化している。
37,2021-03-18,6,1,"(1) 3 月 17 日時点の入院患者数は前回の 1,333 人から 1,270 人と、依然として高い水準である。"
37,2021-03-18,6,2,(2) 陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、都内全域で約 190 人/日を受け入れている。
37,2021-03-18,6,3,【コメント】ア)入院患者数は減少傾向にあるものの、第 3 波の拡大前と比べ依然として高い水準であり、通常医療への影響が長期間続いている。
37,2021-03-18,6,4,イ)従来株と比較して感染力が強い変異株が問題となっており、病院の体制が十分に確保できないまま感染が再拡大する危険性がある。
37,2021-03-18,6,5,現在の医療提供体制の状況では、変異株による急激な感染再拡大には対応できなくなる危険性がある。
37,2021-03-18,6,6,今一度、徹底的に感染防止対策を実行する必要がある。
37,2021-03-18,6,7,"ウ)都は入院重点医療機関等の協力により、重症用病床 332 床、中等症等用病床 4,716 床、計 5,048 床の病床を確保している。"
37,2021-03-18,6,8,また、都は急激な感染拡大に備え、都からの要請に応じ新型コロナウイルス感染症患者のために最大限転用し得る重症度毎の病床数(最大確保病床数)を各医療機関に調査している。
37,2021-03-18,6,9,エ)変異株等による感染の再拡大を想定して、小児病床を含めた病床、宿泊療養及び自宅療養の体制確保のための戦略を早急に検討する必要がある。
37,2021-03-18,6,10,オ)陽性患者の入院と退院時にはともに手続、感染防御対策、検査、調整、消毒等、通常の患者より多くの人手労力と時間が必要である。
37,2021-03-18,6,11,都は、病院の実情に即した入院調整を行うため、毎日、医療機関から当日受入れ可能な病床数の報告を受け、その内容を保健所と共有している。
37,2021-03-18,6,12,カ)保健所から入院調整本部への調整依頼件数は約 35 件/日である。
37,2021-03-18,6,13,患者の受入れ体制に改善傾向が見られるものの、透析患者や高齢者等の入院調整が難航している。
37,2021-03-18,6,14,今一度、入院基準の順守、入院調整のルール、手順等を再確認する必要がある。
37,2021-03-18,6,15,入院患者の年代別割合は、60 代以上が高い割合で推移しており、全体の約 7 割を占めている。
37,2021-03-18,6,16,【コメント】高齢者層の割合は依然として高い水準にあり、この傾向が継続する可能性がある。
37,2021-03-18,6,17,家庭、施設をはじめ重症化リスクの高い高齢者への感染の機会をあらゆる場面で減らすとともに、基本的な感染予防策、環境の清拭・消毒を徹底する必要がある。
37,2021-03-18,6,18,"検査陽性者の全療養者数は、前回 3 月 10 日時点の 2,651 人から 3 月 17 日時点で 2,797 人と高い値で横ばいとなった。"
37,2021-03-18,6,19,"内訳は、入院患者 1,270 人(前回は 1,333 人)、宿泊療養者 501 人(前回は 368 人)、自宅療養者 550 人(前回は 522 人)、入院・療養等調整中 476 人(前回は 428 人)であった。"
37,2021-03-18,6,20,【コメント】ア)引き続き実効性のある感染拡大防止対策を徹底し、全療養者数を大幅に減少させる必要がある。
37,2021-03-18,6,21,イ)1 月下旬から全療養者に占める入院患者及び宿泊療養者の割合が上昇している。
37,2021-03-18,6,22,引き続き新規陽性者の入院宿泊療養及び自宅療養の振り分け、その後の情報管理を一元化するシステムを活用し、「療養/入院判断フロー」による安全な宿泊療養を推進する必要がある。
37,2021-03-18,6,23,ウ)都は濃厚接触者等の積極的疫学調査の充実、陽性率の高い特定の地域や対象における、定期的なスクリーニングのための PCR 検査等を開始する。
37,2021-03-18,6,24,その結果、陽性者が増加する可能性があり、宿泊療養先、入院先の確保を早急に検討する必要がある。
37,2021-03-18,6,25,"エ)都は、昨年 11 月に 24 時間体制で健康相談が受けられる「自宅療養者フォローアップセンター」を開設したオ)自宅療養者の容態の変化を早期に把握するため、パルスオキシメータを区市保健所へ 7,240 台配付するとともに、フォローアップセンターから自宅療養者宅への配送も開始し 1,232 台配付した。"
37,2021-03-18,6,26,また、自宅療養者向けハンドブックの配付、食料品等の配送を行う等フォローアップ体制の質的な充実も図っている。
37,2021-03-18,6,27,カ)東京 iCDC 情報発信サイト「note」において、今回の緊急事態宣言期間中に療養した 20 代、30 代の方々からのメッセージを掲載した。
37,2021-03-18,6,28,キ)都は、宿泊療養施設 14 箇所を確保し、療養者の安全を最優先に運営を行っている。
37,2021-03-18,6,29,現在、新規陽性者の急激な増加にも対応できるよう、職員の配置、搬送計画、部屋の消毒等の見直しを行い、宿泊療養施設の運営の効率化に取り組んでいる。
37,2021-03-18,6,30,ク)都は、日本語によるコミュニケーションが不自由な在留外国人に対して、宿泊療養施設における 3 者間(療養者・施設スタッフ・通訳者)通訳の導入により、11 言語に対応できる体制を整備した。
37,2021-03-18,6,31,"※国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は5,048 床)に占める入院患者数の割合は、3 月 17 日時点で 25.2%となっており、国の指標及び目安におけるステージIIIとなっている。"
37,2021-03-18,6,32,"また、同時点の確保病床数(都は 5,048 床)に占める入院患者数の割合も 25.2%となっており、国の指標及び目安におけるステージIIIの 25%を超えた数値となっている。"
37,2021-03-18,6,33,また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 19.2 人から3 月 17 日時点で 20.1 人となり、国の指標及び目安におけるステージIIIとなっている。
37,2021-03-18,7,1,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。
37,2021-03-18,7,2,東京都は、人工呼吸器又は ECMO による治療が可能な重症用病床を確保している。
37,2021-03-18,7,3,重症用病床は、重症患者及び集中的な管理を行っている重症患者に準ずる患者(人工呼吸器又は ECMOの治療が間もなく必要になる可能性が高い状態の患者、及び離脱後の不安定な状態の患者等)の一部が使用する病床である。
37,2021-03-18,7,4,(1) 重症患者数は、前回の 39 人から 3 月 17 日時点で 41 人であった。
37,2021-03-18,7,5,重症患者数は 1 月下旬をピークとして減少傾向が続いていたが、新たな発生も続き、下げ止まりが見られる。
37,2021-03-18,7,6,(2) 今週、新たに人工呼吸器を装着した患者は 25 人(先週は 13 人)であり、人工呼吸器から離脱した患者 10 人(先週は 13 人)、人工呼吸器使用中に死亡した患者 8 人(先週は 12 人)であった。
37,2021-03-18,7,7,(3) 今週、新たに ECMO を導入した患者は 2 人、ECMO から離脱した患者は 2 人であった。
37,2021-03-18,7,8,3 月 17 日時点において人工呼吸器を装着している患者が 41 人で、うち 3 人の患者が ECMO を使用している。
37,2021-03-18,7,9,(4) 3 月 17 日時点で集中的な管理を行っている重症患者に準ずる患者は、人工呼吸器又は ECMO の治療が間もなく必要になる可能性が高い状態の患者等 152 人(先週は 140 人)、離脱後の不安定な状態の患者 37 人(先週は 39 人)であった。
37,2021-03-18,7,10,【コメント】ア) 重症患者数は新規陽性者数の増加から少し遅れて増加してくることや、本疾患による重症患者は人工呼吸器の離脱まで長期間を要するため、ICU 等の病床の占有期間が長期化することを踏まえ、その推移を注視する必要があるイ)人工呼吸器又は ECMO の治療が間もなく必要になる可能性が高い状態の患者の数が依然として多いため、重症患者数が高い値で推移することが危惧される。
37,2021-03-18,7,11,ウ)都は、重症患者及び重症患者に準ずる患者の一部が使用する病床を、重症用病床として現在 332 床を確保している。
37,2021-03-18,7,12,"国の指標及び目安における重症患者のための病床は、重症用病床を含め、合計 1,024 床確保している。"
37,2021-03-18,7,13,エ)今週、人工呼吸器を離脱した患者の、装着から離脱までの日数の中央値は 9.5 日、平均値は 12.1 日であった。
37,2021-03-18,7,14,オ)現状では、新規陽性者の約 1.3%が重症化し、人工呼吸器又は ECMO を使用している。
37,2021-03-18,7,15,カ)都は、重症患者のための医療提供体制を確保するために、重症の状態を脱した患者や、新型コロナ感染症の退院基準を満たすが、体力の低下等により入院継続が必要な患者が円滑に転院するためのシステムを構築し、その運用を開始している。
37,2021-03-18,7,16,キ)重症患者のための医療提供体制は、長期間にわたり厳しい状況が続いている。
37,2021-03-18,7,17,今一度、実効性のある感染防止対策を徹底し、感染の再拡大を抑制するとともに、重症化リスクの高い高齢者層の新規陽性者数を減らすことが重要である。
37,2021-03-18,7,18,ク)変異株等による感染の再拡大を想定して、通常の医療との両立を図りながらの重症用病床確保の戦略を早急に検討する必要がある。
37,2021-03-18,7,19,3 月 17 日時点の重症患者数は 41 人で、年代別内訳は 40 代が 1 人、50 代が 3 人、60 代が 10 人、70 代が 18 人、80 代が 8 人、90 代が 1 人である。
37,2021-03-18,7,20,年代別にみると 70 代の重症患者数が最も多かった。
37,2021-03-18,7,21,性別では、男性 27 人、女性14 人であった。
37,2021-03-18,7,22,【コメント】ア)70 代以上の重症患者数が約 7 割を占めており、重症化リスクの高い人への感染を防ぐためには、引き続き家族間、職場及び医療・介護施設内における感染予防策の徹底が必要である。
37,2021-03-18,7,23,イ)基礎疾患を有する人、肥満、喫煙歴のある人は、若年であっても重症化リスクが高い。
37,2021-03-18,7,24,あらゆる世代が、感染リスクの当事者であるという意識を持つよう普及啓発する必要がある。
37,2021-03-18,7,25,"ウ)死亡者数は前週の 84 人から今週は 110 人となっており、3 月 17 日時点で累計の死亡者数は 1,612 人となった。"
37,2021-03-18,7,26,今週の死亡者のうち、70 代以上の死亡者が 101 人であった。
37,2021-03-18,7,27,新規重症患者(人工呼吸器装着)数の 7 日間平均は、3 月 10 日時点の約 1.9 人/日から 3 月 17 日時点の約 3.4人/日となった。
37,2021-03-18,7,28,【コメント】ア)新規重症患者数は直近一週間で 24 人となっている。
37,2021-03-18,7,29,イ)重症患者の約 5 割は今週新たに人工呼吸器を装着した患者である。
37,2021-03-18,7,30,陽性判明日から人工呼吸器の装着までは平均 9.1 日で、入院から人工呼吸器装着までは平均 5.1 日であった。
37,2021-03-18,7,31,自覚症状に乏しい高齢者等は受診が遅れがちであると思われ、患者の重症化を防ぐためには、症状がある人は早期に受診相談するよう普及啓発する必要がある。
37,2021-03-18,7,32,※ 国の指標及び目安における重症者数(集中治療室(ICU)、ハイケアユニット(HCU)等入室又は人工呼吸器か ECMO使用)は、3 月 17 日時点で 252 人、うち、ICU 入室又は人工呼吸器か ECMO 使用は 60 人となっている(人工呼吸器か ECMO を使用しない ICU 入室患者を含む)。
38,2021-03-25,1,1,都外居住者が自己採取し郵送した検体を、都内医療機関で検査を行った結果、陽性者として、都内保健所へ発生届を提出する例が散見されている。
38,2021-03-25,1,2,これらの陽性者は、東京都の発生者ではないため、新規陽性者数から除いてモニタリングしている(今週 3 月 16 日から 3 月 22 日まで(以下「今週」という。
38,2021-03-25,1,3,)は 68 人)。
38,2021-03-25,1,4,(1) 新規陽性者数の 7 日間平均は、前回 3 月 17 日時点(以下「前回」という。
38,2021-03-25,1,5,)の約 293 人から、3 月 24 日時点の約 300 人と、依然として高い値が続いている。
38,2021-03-25,1,6,(2) 新規陽性者数の増加比が 100%を超えることは感染拡大の指標となり、100%を下回ることは新規陽性者数の減少の指標となる。
38,2021-03-25,1,7,増加比は前回の約 112%から約 102%と、継続して 100%を超えて推移している。
38,2021-03-25,1,8,【コメント】ア)緊急事態宣言が 3 月 21 日に解除され、主要駅や繁華街での人の流れはさらに増えている。
38,2021-03-25,1,9,急激な再拡大を避けるためには、制限緩和による影響を十分に確認しながら段階的に対策を講じる必要がある。
38,2021-03-25,1,10,イ)第 2 波では、新規陽性者数の 7 日間平均がピーク時の 346 人から十分に減少せず、約 150〜200 人の間で増減を繰り返した後、急激に感染が拡大して第 3 波を迎えた。
38,2021-03-25,1,11,今回は 250 人を下回らずに推移し、増加に転じている。
38,2021-03-25,1,12,今後、第 3 波を超えるような経過をたどることが危惧される。
38,2021-03-25,1,13,ウ)第 3 波では、クリスマスや忘年会等の行事から感染拡大する例が見られた。
38,2021-03-25,1,14,卒業や人事異動の季節を迎え歓送迎会や卒業パーティー等を通じての感染拡大に対する十分な警戒が必要である。
38,2021-03-25,1,15,エ)新規陽性者数は高い値で推移し、その増加比も継続して 100%を超えている。
38,2021-03-25,1,16,今後、変異株等により急激に感染が再拡大する可能性を踏まえ、増加比の推移には警戒が必要である。
38,2021-03-25,1,17,オ)国内では、英国や南アフリカ共和国等で流行している変異ウイルスが確認されており、他県では変異株によるクラスターが発生している。
38,2021-03-25,1,18,都内では、これまでに合計 31 件の変異株(※国立感染症研究所及び東京都健康安全研究センターで変異株と判定されたもの)が検出されている。
38,2021-03-25,1,19,感染力が強い変異株は全国的に広がりを見せており、感染が急激に拡大するリスクがある。
38,2021-03-25,1,20,従来株から変異株に流行の主体が移る可能性もあり変異株により新規陽性者数が再度増加する局面を確実に捉えて、変異株の流行伝播を徹底的に封じ込めることが重要である。
38,2021-03-25,1,21,カ)変異株を早期に探知するため、都は民間検査機関と連携して、変異ウイルス検査を 4 月上旬に陽性検体の約 25%まで増やし、さらに引き上げることを計画している。
38,2021-03-25,1,22,キ)都は区市町村や医師会等とともにワクチンチームを立ち上げ、ワクチン接種の準備を進めているが、そのためには多くの医療人材の確保が必要となる。
38,2021-03-25,1,23,ワクチン接種に必要な医療人材を配置するためにも、新規陽性者数をできるだけ減少させ、医療従事者の負担を減らすことが必要である。
38,2021-03-25,1,24,ク)都は、東京都新型コロナウイルスワクチン相談センターを開設し、看護師や保健師等の専門職が電話相談に対応している。
38,2021-03-25,1,25,ケ)ワクチン接種は、感染しても重症化しにくい効果は期待できるが、現時点では感染そのものを防ぐ効果については明らかではない。
38,2021-03-25,1,26,引き続き、ワクチン以外の感染予防策が重要となる。
38,2021-03-25,1,27,今週の報告では、10 歳未満 4.5%、10 代 5.3%、20 代 21.5%、30 代 16.1%、40 代 13.0%、50 代 13.7%、60 代 8.9%、70 代 8.5%、80 代 6.7%、90 代以上 1.8%であった。
38,2021-03-25,1,28,新規陽性者数に占める 20 代、50 代、60 代の割合が上昇し、70 代以上の割合は約 17%であった。
38,2021-03-25,1,29,(1) 新規陽性者数に占める 65 歳以上の高齢者数は、前週 3 月 9 日から 3 月 15 日まで(以下「前週」という。
38,2021-03-25,1,30,)の 437 人(22.0%)から、今週は 435 人(21.2%)と依然として高い水準で推移し、割合も横ばいであった(2) 65 歳以上の新規陽性者数の 7 日間平均は、前回の約 61 人/日から 3 月 24 日時点で約 68 人/日となった。
38,2021-03-25,1,31,【コメント】ア)新規陽性者数が高い水準で推移する中、病院や高齢者施設で数十人規模のクラスターが複数発生しており重症化リスクの高い 65 歳以上の高齢者層への感染が続いている。
38,2021-03-25,1,32,高齢者層への感染を防ぐためには、家庭外で活動する家族、医療機関や高齢者施設で勤務する職員が、新型コロナウイルスに感染しないことが最も重要である。
38,2021-03-25,1,33,イ)高齢者層は重症化リスクが高く、入院期間が長期化することもあり、本人、家族及び施設等での徹底した感染防止対策が必要である。
38,2021-03-25,1,34,ウ)都は、2 月から特別養護老人ホームや介護老人保健施設等を対象として、集中的な検査を実施しており、今後さらに通所サービス等にも対象を拡大することを計画している。
38,2021-03-25,1,35,エ)高齢患者の重症化を防ぐためには早期発見が重要である。
38,2021-03-25,1,36,感染拡大防止の観点からも、発熱や咳、痰、倦怠感等の症状がある場合は、まず、かかりつけ医に電話相談すること、かかりつけ医がいない場合は東京都発熱相談センターに電話相談すること等、都民への普及啓発が必要である。
38,2021-03-25,1,37,(1) 今週の濃厚接触者における感染経路別の割合は、同居する人からの感染が 46.2%と最も多かった。
38,2021-03-25,1,38,次いで施設(施設とは、「特別養護老人ホーム、介護老人保健施設、病院、保育園、学校等の教育施設等」をいう。
38,2021-03-25,1,39,)及び通所介護の施設での感染が 30.0%、職場での感染が 9.0%であった。
38,2021-03-25,1,40,(2) 濃厚接触者における施設での感染が占める割合が、70代では37.1%、80代以上では73.3%と最も多かった。
38,2021-03-25,1,41,(3) 同居する人からの感染が占める割合は 70 代以上を除く全ての年代で最も多く、10 代以下が 58.4%であり、30 代から 50 代で 50%以上となっている。
38,2021-03-25,1,42,【コメント】ア)同居する人からの感染が最も多い一方で、職場、施設、会食、接待を伴う飲食店など、多岐にわたる場面で感染例が発生している。
38,2021-03-25,1,43,感染経路別に見ると、前週と比べ、職場が 8.0%から 9.0%へ、会食も 3.7%から 5.1%へ増加している。
38,2021-03-25,1,44,感染リスクが高いと考えられる会食の際、会話時にはマスクを着用するとともに、人数は同居家族以外ではいつも近くにいる 4 人までとする、他のグループとのテーブル間の距離を一定以上(目安1〜2m以上)に確保する等、国の「緊急事態宣言解除後の地域におけるリバウンド防止策についての提言」を遵守する必要がある。
38,2021-03-25,1,45,イ)今一度、感染の再拡大を徹底して防止する必要がある。
38,2021-03-25,1,46,テレワークや時差通勤の積極的な取組、花見での宴会・歓送迎会等の行事を控える、手洗い・マスク着用、3 密を回避する等、日常生活でできる基本的な感染予防対策を徹底して行うことが必要である。
38,2021-03-25,1,47,ウ)宣言が解除され、人の流れが増加すれば、第 3 波を超える感染の急激な拡大が危惧される。
38,2021-03-25,1,48,屋外においても人と人の距離を十分にとる、会話時は必ずマスクを着用する等の感染防止対策を徹底する必要がある。
38,2021-03-25,1,49,エ)今週は学校、幼稚園、職場、会食等を通じての感染例が報告されている。
38,2021-03-25,1,50,昼食後の団らんや業務中の休憩時においても、マスクの取り外しは必要最低限にとどめ、引き続き感染防止対策を徹底する必要がある。
38,2021-03-25,1,51,オ)院内感染が多発し、新規の患者受入れを停止せざるを得ず、周辺の救急病院への負担が増大し、救急医療を含む通常の医療体制に影響を与えている。
38,2021-03-25,1,52,職員による院内・施設内感染の拡大防止対策の徹底が必要である都は保健所の要請により、施設内感染が発生した病院、高齢者施設等に感染対策支援チームを派遣し、感染拡大防止対策を進めている。
38,2021-03-25,1,53,"今週の新規陽性者 2,052 人のうち、無症状の陽性者が 436 人、割合は 21.2%であった。"
38,2021-03-25,1,54,【コメント】ア)無症状や症状の乏しい感染者の行動範囲が広がっている可能性があり、感染機会があった無症状者を含めた集中的な PCR 検査等の体制強化が、引き続き求められる。
38,2021-03-25,1,55,イ)無症状であっても感染源となるリスクがあることに留意する必要がある。
38,2021-03-25,1,56,ウ)無症状の陽性者が早期に診断され、感染拡大防止に繋がるよう、保健所の体制整備への継続した支援を実施し、保健所の調査機能を最大限発揮することが必要である。
38,2021-03-25,1,57,今週の保健所別届出数を見ると、足立が 119 人(5.8%)と最も多く、次いで多摩府中 116 人(5.7%)、江戸川 114 人(5.6%)、八王子市 112 人(5.5%)、新宿区 109 人(5.3%)の順である。
38,2021-03-25,1,58,【コメント】依然として新規陽性者数は高い水準で推移しており、保健所業務への多大な負荷を軽減するための支援策が必要である。
38,2021-03-25,1,59,新規陽性者は前週より増加し、都内保健所のうち 7 保健所でそれぞれ 100 人を超える新規陽性者数が報告された。
38,2021-03-25,1,60,【コメント】ア)感染の再拡大や変異株の影響を最小限にするため、都は保健所と連携して、積極的疫学調査を充実し、クラスターを早期に発見する対策を検討している。
38,2021-03-25,1,61,イ)保健所単位を超えた都全域のクラスターの発生状況の実態把握ができる体制を検討する必要がある。
38,2021-03-25,1,62,国の指標及び目安における東京都の新規陽性者数は、都外居住者が自己採取し郵送した検体による新規陽性者分を含む(今週は 68 人)。
38,2021-03-25,1,63,※ 国の新型コロナウイルス感染症対策分科会(第 5 回)(8 月 7 日)で示された指標及び目安(以下「国の指標及び目安」という。
38,2021-03-25,1,64,)における、今週の感染の状況を示す新規報告数は、人口 10 万人あたり、週 15.6 人となり、国の指標及び目安におけるステージIIIとなっている。
38,2021-03-25,1,65,(15 人を超えるとステージIII)また、先週一週間と直近一週間の新規陽性者数の比は、直近は 1.04 となっている。
38,2021-03-25,2,1,#7119 の 7 日間平均は、前回の 51.6 件から 3 月 24 日時点で 64.4 件に上昇した。
38,2021-03-25,2,2,【コメント】ア)#7119 の増加は、感染拡大の予兆の指標の1つとしてモニタリングしてきた。
38,2021-03-25,2,3,都が 10 月 30 日に発熱相談センターを設置した後は、その相談件数の推移と合わせて相談需要の指標として解析している。
38,2021-03-25,2,4,7 日間平均は依然高い水準で推移しており、引き続き注意が必要である。
38,2021-03-25,2,5,イ)都の発熱相談センターにおける相談件数の 7 日間平均は、前回の約 799 件から、3 月 24 日時点で約 865件と増加傾向にある。
38,2021-03-25,2,6,ウ)今後、再び都民の相談需要が大幅に増えた場合にも対応できるよう、相談体制を維持する必要がある。
38,2021-03-25,2,7,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングを行っている。
38,2021-03-25,3,1,接触歴等不明者数は、7 日間平均で前回の約 141 人から、3 月 24 日時点の約 144 人と横ばいであった。
38,2021-03-25,3,2,【コメント】感染拡大を防止するために、保健所における濃厚接触者等の積極的疫学調査による感染経路の追跡を充実することにより、潜在するクラスターを早期に発見することが必要である。
38,2021-03-25,3,3,新規陽性者における接触歴等不明者の増加比が 100%を超えることは、感染拡大の指標となる。
38,2021-03-25,3,4,3 月 24 日時点の増加比は約 102%となった。
38,2021-03-25,3,5,【コメント】接触歴等不明者の増加比は継続して 100%前後で推移していたが、3 月 24 日時点で約 102%となっていることから、今後、急激に感染が再拡大することへの厳重な警戒が必要である。
38,2021-03-25,3,6,(1) 今週の新規陽性者に対する接触歴等不明者数の割合は、前週の約 48%と比較し横ばいの約 49%と依然として高い値で推移している。
38,2021-03-25,3,7,(2) 今週の年代別の接触歴等不明者の割合は、20 代及び 30 代で 60%を超え、40 代及び 50 代でも 50%を超える高い値となった。
38,2021-03-25,3,8,【コメント】20 代から 50 代において、接触歴等不明者の割合が 50%を超えており、依然として多くの新規陽性者数が報告されている中で、保健所における積極的疫学調査による接触歴の把握が難しい状況が続いている。
38,2021-03-25,3,9,その結果として、接触歴等不明者数及びその割合も高い値で推移している可能性がある。
38,2021-03-25,3,10,※ 感染経路不明な者の割合は、前回の 48.3%から 3 月 24 日時点の 48.8%となり、国の指標及び目安におけるステージIIIの 50%より低値である。
38,2021-03-25,3,11,(ステージII相当)(ステージIIとは、感染者の漸増及び医療提供体制への負荷が蓄積する段階。
38,2021-03-25,4,1,PCR 検査・抗原検査(以下「PCR 検査等」という。
38,2021-03-25,4,2,)の陽性率は、検査体制の指標としてモニタリングしている。
38,2021-03-25,4,3,迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。
38,2021-03-25,4,4,7 日間平均の PCR 検査等の陽性率は、前回の 3.5%から 3 月 24 日時点の 3.7%とわずかに上昇傾向にある。
38,2021-03-25,4,5,"また、7 日間平均の PCR 検査等の人数は、前回の約 6,810 人から、3 月 24 日時点で約 6,689 人となった。"
38,2021-03-25,4,6,【コメント】ア)PCR検査等件数と新規陽性者数がともにほぼ横ばいながら、PCR検査等の陽性率はわずかに上昇傾向にある。
38,2021-03-25,4,7,イ)現在、都は通常時 3 万 7 千件/日、最大稼働時 6 万 8 千件/日の PCR 等の検査能力を確保している。
38,2021-03-25,4,8,感染を抑え込むために、この検査能力を有効に活用して、濃厚接触者等の積極的疫学調査の充実、陽性率の高い特定の地域や対象における PCR 検査等の受検を推進する必要がある。
38,2021-03-25,4,9,ウ)都は、クラスターの発生及び感染の再拡大の端緒を早期に把握できるよう、感染多数地域における医療機関高齢者施設等の従業員等の検査の集中的実施や感染状況に応じた定期的なスクリーニングの実施等の取組を葛飾区での試行を開始した。
38,2021-03-25,4,10,今後、感染状況を踏まえて、他の地域でも実施する予定である。
38,2021-03-25,4,11,また、繁華街や特定の地域で感染拡大の兆候をつかむため、無症状者を対象にした検査を実施することを検討している。
38,2021-03-25,4,12,※国の指標及び目安におけるステージIIIの 10%より低値である。
38,2021-03-25,5,1,東京ルールの適用件数の 7 日間平均は、前回の 62.3 件から、3 月 24 日時点で 66.1 件と横ばいであり、依然として高い値が続いている。
38,2021-03-25,5,2,【コメント】東京ルールの適用件数は依然として一日あたり 60 件前後で推移しており、新型コロナウイルス感染症の影響を受ける前と比較して高い水準であることから、今後の推移を注視する必要がある。
38,2021-03-25,5,3,救急車が患者を搬送するための現場到着から病院到着までの活動時間は短縮傾向であるが、過去の水準と比べると依然延伸しており、二次救急医療機関や救命救急センターでの救急受入れ体制への影響が長期化している。
38,2021-03-25,5,4,"(1) 入院患者数は、前回の 1,270 人から 3 月 24 日時点で 1,371 人と増加傾向にある。"
38,2021-03-25,6,1,(2) 陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、都内全域で約 190 人/日を受け入れている。
38,2021-03-25,6,2,【コメント】ア)入院患者数は増加傾向にあり、通常医療への影響が長期間続いている。
38,2021-03-25,6,3,イ)従来株と比較して感染力が強い変異株が問題となっており、病院の体制が十分に確保できないまま感染が再拡大する危険性がある。
38,2021-03-25,6,4,現在の医療提供体制の状況では、変異株による急激な感染再拡大には対応できなくなる危険性がある。
38,2021-03-25,6,5,今一度、徹底的に感染防止対策を実行する必要がある。
38,2021-03-25,6,6,"ウ)都は入院重点医療機関等の協力により、重症用病床 332 床、中等症等用病床 4,716 床、計 5,048 床の病床を確保している。"
38,2021-03-25,6,7,"また、都は医療機関の協力を得て、感染拡大時に都が要請した場合に、新型コロナウイルス感染症患者のために最大限転用し得る病床(最大確保病床数)を 6,044 床とした。"
38,2021-03-25,6,8,エ)変異株等による感染の再拡大を想定して、小児病床を含めた病床、宿泊療養及び自宅療養の体制確保のための対策を検討している。
38,2021-03-25,6,9,オ)陽性患者の入院と退院時にはともに手続、感染防御対策、検査、調整、消毒等、通常の患者より多くの人手労力と時間が必要である。
38,2021-03-25,6,10,都は、病院の実情に即した入院調整を行うため、毎日、医療機関から当日受入れ可能な病床数の報告を受け、その内容を保健所と共有している。
38,2021-03-25,6,11,カ)保健所から入院調整本部への調整依頼件数は約 40 件/日である。
